"Datetime","Sku","Customer","Qty","Amt"
"2/5/2016","691001","144562","702.9166","162837.34440000003"
"2/9/2016","691001","226053","3.1664999999999996","379.6264"
"2/10/2016","691001","144203","226.79489999999998","43856.413199999995"
"2/11/2016","691001","123321","2288.5","255215.6872000001"
"2/12/2016","691001","226053","2556.5832","328915.8434999998"
"2/13/2016","213068","226053","2261","243323.90000000002"
"2/15/2016","691001","169596","2980.7066","385012.2431999997"
"2/16/2016","691001","123321","2048.4416","198372.76319999993"
"2/17/2016","691001","183424","1720.0833","239995.68779999978"
"2/18/2016","691001","192181","3877.9998","515745.0817999996"
"2/19/2016","691001","192181","3242.5167","461710.79260000045"
"2/20/2016","619217","134945","3362","388724.3899999969"
"2/23/2016","691001","159559","2720.1666","339211.51899999985"
"2/24/2016","691001","134952","1603.4166","170091.3945999999"
"2/25/2016","691001","144548","2520","315841.02030000015"
"2/26/2016","691001","192181","6485.9415","566387.7501999998"
"2/27/2016","864001","215668","1962","255597.7299999999"
"2/29/2016","691001","148713","2870.0249","276169.7696999996"
"3/1/2016","691001","173517","1639.6916","229250.3154999999"
"3/2/2016","691001","148737","2477.708","275757.9697999997"
"3/3/2016","691001","167110","1000.4997000000001","104515.89310000002"
"3/4/2016","691001","173500","3635.55","418117.7796000004"
"3/5/2016","125004","148690","1891","225738.17999999996"
"3/7/2016","691001","163631","426.08320000000003","81502.68040000003"
"3/8/2016","691001","148416","1114.5416","160623.52089999983"
"3/9/2016","691001","123321","2137.3334","344209.8996999997"
"3/10/2016","691001","116354","2393.9998","212658.24619999985"
"3/11/2016","691001","148652","4829.0243","685865.5707"
"3/12/2016","615053","148720","1556","193184.69000000006"
"3/14/2016","691001","144562","814.7998","79525.38449999996"
"3/15/2016","691001","148416","1539.9996","272583.15939999954"
"3/16/2016","691001","137991","2006.1666","289561.2195999996"
"3/17/2016","691001","224172","1422.1444999999999","157835.15860000002"
"3/18/2016","691001","116354","2098.3527","220343.78309999997"
"3/19/2016","691001","183462","1149.1666","142527.9042"
"3/20/2016","691001","168346","4.832500000000002","954.2060999999997"
"3/21/2016","691001","150679","4988.2496","204110.50099999987"
"3/22/2016","691001","144562","4609","483682.8797999998"
"3/23/2016","691001","173449","983.9663","93688.76079999999"
"3/24/2016","691001","183462","6914.5","245925.4126999998"
"3/25/2016","691001","148690","1499.7998","202117.49340000006"
"3/26/2016","206011","134976","1427","150953.66000000006"
"3/28/2016","691001","183462","6939.166","323098.1495999999"
"3/29/2016","691001","163631","1207.8","202608.03739999994"
"3/30/2016","691001","159900","5927.6666000000005","239260.92990000002"
"3/31/2016","691001","161958","368.94169999999997","45466.57420000003"
"4/1/2016","691001","167110","2990.083","419434.2416999999"
"4/2/2016","613033","183431","3637","613475.4800000006"
"4/4/2016","691001","224189","534.8833","70887.01270000002"
"4/5/2016","691001","148690","2097.2497000000003","247550.30119999946"
"4/6/2016","691001","207410","2781.8746","349558.4654999996"
"4/7/2016","691001","148416","1323.3333","169899.48200000005"
"4/8/2016","691001","123321","1889.5831","317947.20749999996"
"4/9/2016","616059","123321","755","147597.88"
"4/11/2016","691001","161965","20420.8583","180166.7063"
"4/12/2016","691001","207410","515.4998","118253.31710000003"
"4/18/2016","691001","224172","1096.1583","150718.83139999997"
"4/19/2016","691001","148690","1664.9998","244233.58179999996"
"4/20/2016","691001","173517","3428.9997000000003","388362.82789999957"
"4/21/2016","691001","148713","7209.1666000000005","1027278.4469999988"
"4/22/2016","691001","150679","2396.6666","295705.29389999993"
"4/23/2016","615080","148683","3062","369281.4599999996"
"4/25/2016","691001","159559","1352.1081","122415.51259999996"
"4/26/2016","691001","167646","2327.8333000000002","309966.3061999995"
"4/27/2016","691001","123321","2876.3581","405999.5392999981"
"4/28/2016","691001","192181","2072.9999","383854.11740000034"
"4/29/2016","691001","134952","879.3332","141099.15970000002"
"4/30/2016","609008","116330","2628","308457.87999999954"
"5/3/2016","691001","137984","1037.9164","180299.62200000003"
"5/4/2016","691001","144548","595.8331000000001","115308.32979999993"
"5/6/2016","691001","123321","1305.8333","315719.3940999996"
"5/7/2016","619217","150679","2705","339408.4599999998"
"5/9/2016","691001","148737","996.5998","108271.87729999996"
"5/10/2016","691001","173500","2728.4998","362579.9210999975"
"5/11/2016","691001","226053","2641.8583","293367.5301999997"
"5/12/2016","691001","116323","4821.8198","819848.4645000004"
"5/13/2016","691001","123321","5574.5833","552167.3017000002"
"5/14/2016","605045","139001","1975","210953.46999999983"
"5/16/2016","691001","148713","2802.1666","269691.3238999999"
"5/17/2016","691001","148737","2295.1913","362835.0608000001"
"5/18/2016","691001","134952","2896.4999","386192.5258999993"
"5/19/2016","691001","194482","3998.4916000000003","543666.7265999992"
"5/20/2016","214119","803889","250","21051.62"
"5/21/2016","619217","134976","2888","434458.02999999915"
"5/23/2016","691001","134952","3395.6915","370442.9697999996"
"5/24/2016","691001","116323","1862.5832","229646.9258"
"5/25/2016","691001","148683","3066.5827","483977.3903999993"
"5/26/2016","691001","224196","3444.1083","414514.05449999863"
"5/27/2016","691001","148690","4158.183300000001","500319.33990000025"
"5/28/2016","603160","120542","1788","218850.76999999987"
"5/30/2016","691001","148416","2396.8331","292120.73539999995"
"5/31/2016","691001","192181","2026.4166","265432.74220000015"
